Date_of_Occurrence,Time_of_Occurrence,City,Crime_Type,Victim_Age,Victim_Gender,Crime_Risk_Level,Total_Crimes,Avg_Rating_T,Bad_Review_T,Drugs_Safety_ViolentCrimes_T,Good_Review_T,Street_Scams_Fraud_T,Avg_Rating_H,Total_Hotels,Bad_Review_Count_H,Good_Review_Count_H,Street_Scams_Fraud_Count_H,Drugsafety_Violentcrimes_Count_H
06/07/2022,18:10,Kolkata,DRUG OFFENSE,75,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/07/2022,19:13,Visakhapatnam,SHOPLIFTING,47,F,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
06/07/2022,19:33,Chennai,HOMICIDE,23,M,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/07/2022,12:08,Mumbai,IDENTITY THEFT,68,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/07/2022,17:17,Delhi,SEXUAL ASSAULT,66,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/07/2022,01:44,Pune,SHOPLIFTING,54,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
06/07/2022,02:41,Kolkata,SEXUAL ASSAULT,22,M,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/07/2022,22:18,Surat,BURGLARY,10,M,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
06/07/2022,05:58,Pune,DOMESTIC VIOLENCE,51,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
06/07/2022,13:22,Hyderabad,VEHICLE - STOLEN,63,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/07/2022,07:07,Hyderabad,CYBERCRIME,31,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/07/2022,12:24,Kolkata,COUNTERFEITING,20,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/08/2022,03:46,Chennai,BURGLARY,78,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/08/2022,06:45,Ahmedabad,KIDNAPPING,27,F,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
06/08/2022,23:15,Jaipur,ARSON,71,M,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/08/2022,18:01,Delhi,IDENTITY THEFT,45,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/08/2022,05:21,Vasai,TRAFFIC VIOLATION,77,F,Low,62,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/08/2022,16:12,Chennai,PUBLIC INTOXICATION,79,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/08/2022,22:15,Jaipur,CYBERCRIME,39,M,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/08/2022,04:12,Delhi,DRUG OFFENSE,23,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/08/2022,13:09,Mumbai,BURGLARY,16,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/08/2022,20:08,Mumbai,COUNTERFEITING,74,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/08/2022,16:37,Hyderabad,HOMICIDE,27,F,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/09/2022,23:54,Meerut,CYBERCRIME,68,F,Medium,68,4.229116945,28668,9215,2926969,902148,3.914225941,1434,919,440,40,13
06/09/2022,02:15,Bangalore,KIDNAPPING,19,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
06/09/2022,10:03,Mumbai,VANDALISM,40,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/09/2022,20:32,Kolkata,CYBERCRIME,24,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/09/2022,12:22,Mumbai,COUNTERFEITING,72,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/09/2022,13:34,Mumbai,COUNTERFEITING,23,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/09/2022,07:08,Surat,DOMESTIC VIOLENCE,63,M,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
06/09/2022,17:49,Bhopal,PUBLIC INTOXICATION,12,M,Medium,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
06/09/2022,20:45,Hyderabad,DRUG OFFENSE,78,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/09/2022,17:20,Kanpur,PUBLIC INTOXICATION,12,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
06/09/2022,11:24,Pune,KIDNAPPING,10,M,High,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
06/09/2022,06:15,Chennai,ARSON,61,M,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/09/2022,10:21,Lucknow,FIREARM OFFENSE,41,M,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
06/10/2022,06:06,Delhi,DRUG OFFENSE,49,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/10/2022,09:38,Hyderabad,ASSAULT,14,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/10/2022,01:06,Kalyan,DOMESTIC VIOLENCE,46,F,Medium,67,4.151515152,301136,0,1565909,782955,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/10/2022,16:04,Mumbai,ROBBERY,47,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/10/2022,08:12,Mumbai,SHOPLIFTING,41,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/10/2022,04:46,Hyderabad,CYBERCRIME,62,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/10/2022,00:06,Jaipur,VEHICLE - STOLEN,63,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/10/2022,13:40,Delhi,EXTORTION,62,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/10/2022,04:56,Agra,ILLEGAL POSSESSION,48,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
06/10/2022,18:35,Kolkata,EXTORTION,50,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/10/2022,06:05,Patna,ARSON,78,M,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
06/10/2022,03:13,Pune,CYBERCRIME,26,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
06/10/2022,15:39,Hyderabad,COUNTERFEITING,21,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
06/10/2022,23:43,Mumbai,DOMESTIC VIOLENCE,19,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/10/2022,09:39,Faridabad,DRUG OFFENSE,58,M,Medium,63,4.098497496,801336,4067,375626,1402337,3.346810934,1756,1353,308,84,10
06/11/2022,14:34,Delhi,VANDALISM,14,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/11/2022,06:09,Mumbai,ROBBERY,57,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/11/2022,09:49,Kanpur,PUBLIC INTOXICATION,15,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
06/11/2022,07:54,Jaipur,VANDALISM,61,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/11/2022,07:01,Vasai,SHOPLIFTING,60,F,Medium,62,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/11/2022,23:01,Delhi,SEXUAL ASSAULT,60,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/11/2022,20:33,Jaipur,TRAFFIC VIOLATION,71,M,Low,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/11/2022,23:57,Mumbai,BURGLARY,27,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/11/2022,13:46,Pune,ARSON,21,M,High,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
06/11/2022,13:31,Mumbai,CYBERCRIME,33,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/11/2022,16:13,Delhi,BURGLARY,14,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/11/2022,03:45,Ahmedabad,ROBBERY,67,M,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
06/11/2022,15:43,Chennai,VANDALISM,21,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/11/2022,02:39,Bangalore,ILLEGAL POSSESSION,57,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
06/11/2022,19:21,Kolkata,IDENTITY THEFT,53,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/11/2022,15:17,Varanasi,SHOPLIFTING,11,F,Medium,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
06/11/2022,16:57,Vasai,VANDALISM,67,F,Medium,62,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/11/2022,19:44,Ludhiana,CYBERCRIME,14,F,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
06/12/2022,09:06,Chennai,CYBERCRIME,41,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/12/2022,23:54,Mumbai,DRUG OFFENSE,41,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/12/2022,05:38,Chennai,FIREARM OFFENSE,23,F,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/12/2022,17:00,Jaipur,DRUG OFFENSE,69,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
06/12/2022,00:28,Thane,KIDNAPPING,30,F,High,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
06/12/2022,17:52,Faridabad,FIREARM OFFENSE,60,F,High,63,4.098497496,801336,4067,375626,1402337,3.346810934,1756,1353,308,84,10
06/12/2022,21:41,Bangalore,FRAUD,75,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
06/12/2022,07:20,Bangalore,BURGLARY,23,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
06/12/2022,20:14,Surat,TRAFFIC VIOLATION,54,F,Low,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
06/12/2022,08:41,Faridabad,SEXUAL ASSAULT,74,M,High,63,4.098497496,801336,4067,375626,1402337,3.346810934,1756,1353,308,84,10
06/12/2022,07:24,Mumbai,DOMESTIC VIOLENCE,51,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
06/12/2022,18:04,Kolkata,ARSON,43,M,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
06/12/2022,23:36,Chennai,ROBBERY,42,M,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
06/12/2022,10:27,Rajkot,HOMICIDE,34,F,High,52,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.424731183,186,154,20,11,1
07/01/2022,11:45,Mumbai,DRUG OFFENSE,65,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/01/2022,02:28,Chennai,VANDALISM,50,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/01/2022,21:42,Delhi,DRUG OFFENSE,14,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/01/2022,20:13,Delhi,IDENTITY THEFT,58,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/01/2022,03:10,Thane,PUBLIC INTOXICATION,55,M,Medium,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/01/2022,00:14,Chennai,VEHICLE - STOLEN,52,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/01/2022,02:37,Nagpur,KIDNAPPING,64,M,High,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
07/01/2022,22:20,Jaipur,CYBERCRIME,68,M,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/01/2022,07:24,Surat,ROBBERY,64,F,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
07/01/2022,16:40,Jaipur,PUBLIC INTOXICATION,27,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/01/2022,22:40,Lucknow,HOMICIDE,63,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
07/01/2022,00:26,Hyderabad,ARSON,67,F,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
07/02/2022,15:56,Kanpur,ROBBERY,79,M,High,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
07/02/2022,09:55,Agra,PUBLIC INTOXICATION,11,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
07/02/2022,20:59,Varanasi,SHOPLIFTING,35,F,Medium,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
07/02/2022,03:03,Pune,TRAFFIC VIOLATION,37,F,Low,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
07/02/2022,14:42,Mumbai,BURGLARY,42,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/02/2022,15:58,Jaipur,VANDALISM,33,M,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/02/2022,14:33,Chennai,ROBBERY,23,F,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/02/2022,03:07,Patna,EXTORTION,61,M,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
07/02/2022,09:10,Pune,DRUG OFFENSE,44,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
07/02/2022,20:46,Mumbai,SEXUAL ASSAULT,78,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/02/2022,17:52,Kanpur,DRUG OFFENSE,14,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
07/02/2022,02:52,Ludhiana,BURGLARY,73,F,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
07/02/2022,11:38,Agra,BURGLARY,18,M,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
07/02/2022,05:34,Pune,TRAFFIC VIOLATION,27,M,Low,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
07/02/2022,08:36,Varanasi,FRAUD,55,F,Medium,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
07/02/2022,08:39,Pune,VANDALISM,66,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
07/03/2022,03:52,Delhi,COUNTERFEITING,25,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/03/2022,16:40,Kolkata,SEXUAL ASSAULT,64,M,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/03/2022,03:18,Bangalore,EXTORTION,49,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/03/2022,17:29,Jaipur,KIDNAPPING,53,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/03/2022,06:14,Bangalore,FRAUD,65,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/03/2022,21:26,Mumbai,FIREARM OFFENSE,72,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/03/2022,01:14,Delhi,CYBERCRIME,45,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/03/2022,20:28,Ludhiana,DOMESTIC VIOLENCE,66,F,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
07/03/2022,11:59,Bangalore,ARSON,15,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/03/2022,09:53,Surat,IDENTITY THEFT,51,M,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
07/03/2022,01:59,Chennai,SHOPLIFTING,78,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/03/2022,01:22,Rajkot,DOMESTIC VIOLENCE,30,M,Medium,52,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.424731183,186,154,20,11,1
07/03/2022,14:10,Ludhiana,EXTORTION,43,F,High,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
07/03/2022,15:19,Mumbai,ASSAULT,74,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/03/2022,23:55,Hyderabad,VEHICLE - STOLEN,68,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
07/03/2022,12:32,Indore,ROBBERY,63,F,High,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
07/04/2022,13:27,Kanpur,SHOPLIFTING,10,M,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
07/04/2022,08:08,Delhi,VEHICLE - STOLEN,51,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/04/2022,09:05,Chennai,ARSON,24,F,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/04/2022,02:06,Kolkata,DOMESTIC VIOLENCE,73,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/04/2022,05:58,Delhi,HOMICIDE,59,F,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/04/2022,18:32,Nashik,COUNTERFEITING,72,F,Medium,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
07/04/2022,23:43,Mumbai,DOMESTIC VIOLENCE,40,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/04/2022,10:01,Bangalore,TRAFFIC VIOLATION,11,M,Low,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/04/2022,18:15,Bangalore,FIREARM OFFENSE,22,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/04/2022,15:31,Surat,PUBLIC INTOXICATION,74,F,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
07/04/2022,18:23,Nagpur,IDENTITY THEFT,72,M,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
07/04/2022,16:18,Bangalore,ROBBERY,19,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/04/2022,19:56,Delhi,ILLEGAL POSSESSION,18,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/04/2022,01:01,Bangalore,HOMICIDE,46,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/04/2022,13:13,Delhi,KIDNAPPING,47,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/04/2022,17:49,Jaipur,ROBBERY,40,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/04/2022,03:10,Mumbai,PUBLIC INTOXICATION,10,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/04/2022,10:26,Chennai,TRAFFIC VIOLATION,55,M,Low,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/04/2022,07:08,Chennai,KIDNAPPING,36,M,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/04/2022,02:58,Kolkata,SEXUAL ASSAULT,69,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/05/2022,17:46,Kanpur,HOMICIDE,35,F,High,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
07/05/2022,06:05,Chennai,TRAFFIC VIOLATION,44,M,Low,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/05/2022,04:03,Kolkata,PUBLIC INTOXICATION,22,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/05/2022,10:22,Agra,COUNTERFEITING,17,M,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
07/05/2022,16:03,Kolkata,KIDNAPPING,70,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/05/2022,16:07,Kanpur,VANDALISM,27,F,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
07/05/2022,20:55,Kolkata,FIREARM OFFENSE,39,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
07/05/2022,08:56,Thane,PUBLIC INTOXICATION,42,M,Medium,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/05/2022,13:09,Jaipur,FIREARM OFFENSE,76,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
07/05/2022,00:54,Ahmedabad,BURGLARY,26,M,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
07/05/2022,15:45,Bangalore,VEHICLE - STOLEN,38,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/05/2022,15:00,Pune,FRAUD,54,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
07/05/2022,13:56,Mumbai,CYBERCRIME,26,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/05/2022,09:47,Mumbai,VANDALISM,72,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/05/2022,10:59,Bangalore,VEHICLE - STOLEN,75,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/06/2022,06:42,Chennai,DRUG OFFENSE,58,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
07/06/2022,13:47,Bangalore,EXTORTION,18,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/06/2022,02:38,Mumbai,VEHICLE - STOLEN,14,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/06/2022,22:13,Mumbai,FRAUD,58,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
07/06/2022,00:47,Bangalore,COUNTERFEITING,31,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
07/06/2022,20:37,Agra,VANDALISM,58,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
07/06/2022,13:54,Indore,VANDALISM,15,F,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
07/06/2022,20:40,Delhi,TRAFFIC VIOLATION,41,F,Low,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
07/06/2022,04:04,Mumbai,PUBLIC INTOXICATION,64,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
